DATE,TIME,STREET1,STREET2,ROAD_CLASS,DISTRICT,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,INJURY,FATAL_NO,SPEEDING,REDLIGHT,ALCOHOL,HOOD_158,NEIGHBOURHOOD_158,DIVISION,row_num
2021-08-02,5:30:00,WESTON RD,ROGERS RD,Major Arterial ,Toronto and East York,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Motorcycle Driver,35 to 39,Major,None,Yes,Yes,None,111,Rockcliffe-Smythe,D12,2
2021-08-03,12:30:00,PHARMACY AVE,DANFORTH AVE,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 64,None,None,None,None,None,121,Oakridge,D41,1
2021-08-03,12:30:00,PHARMACY AVE,DANFORTH AVE,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,30 to 34,Major,None,None,None,None,121,Oakridge,D41,2
2021-08-04,6:19:00,SUMACH ST,WASCANA AVE,Local,Toronto and East York,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Driver,60 to 64,Major,None,None,None,None,72,Regent Park,D51,1
2021-08-04,14:41:00,ALLANFORD RD,SHEPPARD AVE E,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,45 to 49,None,None,None,Yes,None,118,Tam O'Shanter-Sullivan,D42,1
2021-08-04,14:41:00,ALLANFORD RD,SHEPPARD AVE E,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,25 to 29,Major,None,None,Yes,None,118,Tam O'Shanter-Sullivan,D42,2
2021-08-05,23:02:00,DUFFERIN ST,RANEE AVE,Major Arterial,North York,Clear,"Dark, artificial",Dry,Fatal,Motorcycle Driver,15 to 19,Fatal,24,None,Yes,Yes,31,Yorkdale-Glen Park,D32,1
2021-08-05,23:02:00,DUFFERIN ST,RANEE AVE,Major Arterial,North York,Clear,"Dark, artificial",Dry,Fatal,Driver,25 to 29,None,None,None,Yes,Yes,31,Yorkdale-Glen Park,D32,2
2021-08-07,2:53:00,401 EB OFF RAMP,KINGSTON RD,Minor Arterial,Scarborough,Clear,Dark,Dry,Non-Fatal Injury,Motorcycle Driver,40 to 44,Major,None,None,None,None,133,Centennial Scarborough,D42,1
2021-08-07,21:50:00,VEROBEACH BLVD,ST LUCIE DR,Local,North York,Clear,Dark,Dry,Non-Fatal Injury,Motorcycle Driver,45 to 49,Major,None,Yes,Yes,None,22,Humbermede,D31,1
2021-08-07,22:05:00,ST CLAIR AV W,CALEDONIA RD,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,40 to 44,Major,None,None,Yes,None,92,Corso Italia-Davenport,D13,1
2021-08-07,22:36:00,FRONT ST W,SPADINA  AVE,Major Arterial,Toronto and East York,Clear,Dark,Dry,Non-Fatal Injury,Driver,35 to 39,None,None,None,None,None,165,Harbourfront-CityPlace,D52,1
2021-08-07,22:36:00,FRONT ST W,SPADINA  AVE,Major Arterial,Toronto and East York,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,20 to 24,Major,None,None,None,None,165,Harbourfront-CityPlace,D52,2
2021-08-10,15:25:00,ST CLAIR  AVE W,ST CLAIR GDNS,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,45 to 49,None,None,None,None,None,92,Corso Italia-Davenport,D13,1
2021-08-10,15:25:00,ST CLAIR  AVE W,ST CLAIR GDNS,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,55 to 59,Major,None,None,None,None,92,Corso Italia-Davenport,D13,2
2021-08-11,9:20:00,BROCK AVE,SEAFORTH AVE,Collector,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 44,None,None,None,None,None,86,Roncesvalles,D11,1
2021-08-11,9:20:00,BROCK AVE,SEAFORTH AVE,Collector,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,20 to 24,Major,None,None,None,None,86,Roncesvalles,D11,2
2021-08-13,2:00:00,GARDIER XWY,DVP,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Motorcycle Driver,25 to 29,Major,None,None,None,None,70,South Riverdale,D55,1
2021-08-13,23:55:00,800 BATHURST ST,None,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,50 to 54,None,None,None,None,None,95,Annex,D14,1
2021-08-13,23:55:00,800 BATHURST ST,None,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,15 to 19,Major,None,None,None,None,95,Annex,D14,2
2021-08-14,2:43:00,BLOOR ST W,EAGLE RD,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Fatal,Passenger,20 to 24,Fatal,25,Yes,Yes,None,16,Stonegate-Queensway,D22,1
2021-08-14,2:43:00,BLOOR ST W,EAGLE RD,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Fatal,Driver,20 to 24,Minor,None,Yes,Yes,None,16,Stonegate-Queensway,D22,2
2021-08-15,5:50:00,106 BEECH AVE,None,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,25 to 29,None,None,None,None,None,63,The Beaches,D55,1
2021-08-15,5:50:00,106 BEECH AVE,None,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist,55 to 59,Major,None,None,None,None,63,The Beaches,D55,2
2021-08-15,14:15:00,DON VALLEY PARKWAY  N,BAYVIEW BLOOR DVP N RAMP,Expressway,Scarborough,Clear,Daylight,Dry,Fatal,Motorcycle Driver,20 to 24,Fatal,29,Yes,Yes,None,57,Broadview North,D55,1
2021-08-15,14:15:00,DON VALLEY PARKWAY  N,BAYVIEW BLOOR DVP N RAMP,Expressway,Scarborough,Clear,Daylight,Dry,Fatal,Truck Driver,20 to 24,None,None,Yes,Yes,None,57,Broadview North,D55,2
2021-08-15,14:15:00,DON VALLEY PARKWAY  N,BAYVIEW BLOOR DVP N RAMP,Expressway,Scarborough,Clear,Daylight,Dry,Fatal,Passenger,30 to 34,None,None,Yes,Yes,None,57,Broadview North,D55,3
2021-08-16,6:31:00,ISLINGTON AVE,THOROLD GT,Local,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,45 to 49,None,None,None,Yes,None,21,Humber Summit,D31,1
2021-08-16,6:31:00,ISLINGTON AVE,THOROLD GT,Local,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,60 to 64,Major,None,None,Yes,None,21,Humber Summit,D31,2
2021-08-17,15:04:00,EGLINTON  AVE W,MARTIN GROVE RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,None,None,None,None,None,10,Princess-Rosethorn,D22,1
2021-08-17,15:04:00,EGLINTON  AVE W,MARTIN GROVE RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,70 to 74,Major,None,None,None,None,10,Princess-Rosethorn,D22,2
2021-08-17,19:00:00,CHERRY ST,FRONT ST E,Collector,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,None,None,None,Yes,None,166,St Lawrence-East Bayfront-The Islands,D51,1
2021-08-17,19:00:00,CHERRY ST,FRONT ST E,Collector,North York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,25 to 29,Major,None,None,Yes,None,166,St Lawrence-East Bayfront-The Islands,D51,2
2021-08-18,14:42:00,YONGE ST,FINCH AVE E,Major Arterial,North York,Clear,Daylight,Dry,Fatal,Pedestrian,80 to 84,Fatal,35,None,None,None,151,Yonge-Doris,D32,1
2021-08-18,14:42:00,YONGE ST,FINCH AVE E,Major Arterial,North York,Clear,Daylight,Dry,Fatal,None,55 to 59,None,None,None,None,None,151,Yonge-Doris,D32,2
2021-08-18,18:10:00,AVENUE RD,BLOOR ST W,Major Arterial,North York,Clear,Daylight,Dry,Fatal,Cyclist,15 to 19,Fatal,26,None,Yes,None,169,Bay-Cloverhill,D52,1
2021-08-18,18:10:00,AVENUE RD,BLOOR ST W,Major Arterial,North York,Clear,Daylight,Dry,Fatal,Truck Driver,50 to 54,None,None,None,Yes,None,169,Bay-Cloverhill,D52,2
2021-08-18,22:40:00,KIPLING  AVE,DIXON RD,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,45 to 49,None,None,None,None,None,6,Kingsview Village-The Westway,D23,1
2021-08-18,22:40:00,KIPLING  AVE,DIXON RD,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,45 to 49,Major,None,None,None,None,6,Kingsview Village-The Westway,D23,2
2021-08-20,20:20:00,NEILSON RD,OAKMEADOW BLVD,Minor Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Pedestrian,30 to 34,Fatal,27,None,None,None,135,Morningside,D43,1
2021-08-20,20:20:00,NEILSON RD,OAKMEADOW BLVD,Minor Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Driver,50 to 54,None,None,None,None,None,135,Morningside,D43,2
2021-08-21,5:16:00,MORNINGSIDE AVE,JOHN STONER DR,Collector,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,25 to 29,Major,None,None,None,Yes,144,Morningside Heights,D42,1
2021-08-21,19:16:00,NANTUCKET BLVD,WICKWARE,Collector,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,25 to 29,Major,None,Yes,Yes,None,126,Dorset Park,D41,1
2021-08-22,15:33:00,CALEDONIA RD,LOTHERTON PTWY,Minor Arterial,North York,Clear,Daylight,Dry,Fatal,Motorcycle Driver,35 to 39,Fatal,28,Yes,Yes,None,31,Yorkdale-Glen Park,D13,1
2021-08-22,15:33:00,CALEDONIA RD,LOTHERTON PTWY,Minor Arterial,North York,Clear,Daylight,Dry,Fatal,Driver,60 to 64,None,None,Yes,Yes,None,31,Yorkdale-Glen Park,D13,2
2021-08-22,18:28:00,MARTIN GROVE RD,Near TOLLINGTON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,15 to 19,Minor,None,None,None,None,7,Willowridge-Martingrove-Richview,D23,1
2021-08-22,18:28:00,MARTIN GROVE RD,Near TOLLINGTON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,Minimal,None,None,None,None,7,Willowridge-Martingrove-Richview,D23,2
2021-08-22,18:28:00,MARTIN GROVE RD,Near TOLLINGTON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,15 to 19,Minimal,None,None,None,None,7,Willowridge-Martingrove-Richview,D23,3
2021-08-22,18:28:00,MARTIN GROVE RD,Near TOLLINGTON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,15 to 19,Major,None,None,None,None,7,Willowridge-Martingrove-Richview,D23,4
2021-08-22,18:28:00,MARTIN GROVE RD,Near TOLLINGTON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,15 to 19,Major,None,None,None,None,7,Willowridge-Martingrove-Richview,D23,5
2021-08-22,18:28:00,MARTIN GROVE RD,Near TOLLINGTON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,15 to 19,Minimal,None,None,None,None,7,Willowridge-Martingrove-Richview,D23,6
2021-08-22,18:28:00,MARTIN GROVE RD,Near TOLLINGTON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,30 to 34,None,None,None,None,None,7,Willowridge-Martingrove-Richview,D23,7
2021-08-22,18:28:00,MARTIN GROVE RD,Near TOLLINGTON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 4,None,None,None,None,None,7,Willowridge-Martingrove-Richview,D23,8
2021-08-23,\N,LAKE SHORE BV W,LOWER SIMCOE ST,Expressway,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,65 to 69,Minor,None,Yes,Yes,None,165,Harbourfront-CityPlace,D52,1
2021-08-23,\N,LAKE SHORE BV W,LOWER SIMCOE ST,Expressway,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,20 to 24,Major,None,Yes,Yes,None,165,Harbourfront-CityPlace,D52,2
2021-08-23,\N,LAKE SHORE BV W,LOWER SIMCOE ST,Expressway,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,20 to 24,Major,None,Yes,Yes,None,165,Harbourfront-CityPlace,D52,3
2021-08-24,8:44:00,5 FAIRVIEW MALL DR,None,Minor Arterial,North York,Clear,Daylight,Dry,Fatal,Driver,40 to 44,None,None,None,None,None,47,Don Valley Village,D33,1
2021-08-24,8:44:00,5 FAIRVIEW MALL DR,None,Minor Arterial,North York,Clear,Daylight,Dry,Fatal,Pedestrian,85 to 89,Fatal,30,None,None,None,47,Don Valley Village,D33,2
2021-08-24,18:50:00,NIPIGON AV,DUMONT ST,Local,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,Major,None,None,Yes,None,50,Newtonbrook East,D32,1
2021-08-25,9:35:00,345 ADELAIDE ST W,None,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,None,None,None,None,None,164,Wellington Place,D52,1
2021-08-25,9:35:00,345 ADELAIDE ST W,None,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,25 to 29,Major,None,None,None,None,164,Wellington Place,D52,2
2021-08-26,3:30:00,HARBOUR ST,YORK ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Fatal,Pedestrian,25 to 29,Fatal,31,Yes,Yes,None,166,St Lawrence-East Bayfront-The Islands,D52,1
2021-08-26,3:30:00,HARBOUR ST,YORK ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Fatal,Driver,45 to 49,None,None,Yes,Yes,None,166,St Lawrence-East Bayfront-The Islands,D52,2
2021-08-27,14:00:00,QUEENS QUAY WEST,BATHURST ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Fatal,Pedestrian,85 to 89,Fatal,32,None,Yes,None,163,Fort York-Liberty Village,D14,1
2021-08-27,14:00:00,QUEENS QUAY WEST,BATHURST ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Fatal,Driver,30 to 34,None,None,None,Yes,None,163,Fort York-Liberty Village,D14,2
2021-08-28,3:00:00,YORE RD,KEELE ST,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Motorcycle Driver,15 to 19,Major,None,Yes,Yes,None,112,Beechborough-Greenbrook,D12,1
2021-08-28,3:00:00,YORE RD,KEELE ST,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Motorcycle Passenger,unknown,Minor,None,Yes,Yes,None,112,Beechborough-Greenbrook,D12,2
2021-08-29,15:00:00,JANE ST,SHEPPARD AVE,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,55 to 59,None,None,None,Yes,None,25,Glenfield-Jane Heights,D31,1
2021-08-29,15:00:00,JANE ST,SHEPPARD AVE,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,25 to 29,Major,None,None,Yes,None,25,Glenfield-Jane Heights,D31,2
2021-08-29,15:00:00,JANE ST,SHEPPARD AVE,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,50 to 54,None,None,None,Yes,None,25,Glenfield-Jane Heights,D31,3
2021-08-30,22:05:00,BLOOR ST W,DORVAL RD,Major Arterial,Toronto and East York,Clear,"Dusk, artificial",Dry,Fatal,Motorcycle Driver,30 to 34,Fatal,33,None,Yes,None,87,High Park-Swansea,D11,1
2021-08-30,22:05:00,BLOOR ST W,DORVAL RD,Major Arterial,Toronto and East York,Clear,"Dusk, artificial",Dry,Fatal,Driver,55 to 59,None,None,None,Yes,None,87,High Park-Swansea,D11,2
2021-08-31,9:10:00,VICTORIA PARK AV,MUSGRAVE ST,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,80 to 84,None,None,None,Yes,None,122,Birchcliffe-Cliffside,D41,1
2021-08-31,9:10:00,VICTORIA PARK AV,MUSGRAVE ST,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,65 to 69,Major,None,None,Yes,None,122,Birchcliffe-Cliffside,D41,2
2021-08-31,9:48:00,GRAND AVE,MANITOBA ST,Expressway,None,Clear,Daylight,Dry,Non-Fatal Injury,Truck Driver,unknown,None,None,None,None,None,160,Mimico-Queensway,D22,1
2021-08-31,9:48:00,GRAND AVE,MANITOBA ST,Expressway,None,Clear,Daylight,Dry,Non-Fatal Injury,Driver,65 to 69,None,None,None,None,None,160,Mimico-Queensway,D22,2
2021-08-31,9:48:00,GRAND AVE,MANITOBA ST,Expressway,None,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,25 to 29,Major,None,None,None,None,160,Mimico-Queensway,D22,3
2021-08-31,13:45:00,FERN AVE,WESTON RD,Minor Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 64,None,None,None,Yes,None,113,Weston,D12,1
2021-08-31,13:45:00,FERN AVE,WESTON RD,Minor Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,75 to 79,Major,None,None,Yes,None,113,Weston,D12,2
2021-08-31,15:53:00,723 PAPE AVE,None,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,None,None,None,Yes,None,66,Danforth,D55,1
2021-08-31,15:53:00,723 PAPE AVE,None,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,40 to 44,Major,None,None,Yes,None,66,Danforth,D55,2
2021-09-01,11:24:00,COXWELL AVE,GERRARD ST E,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Fatal,Passenger,85 to 89,Fatal,36,None,None,None,65,Greenwood-Coxwell,D55,1
2021-09-01,11:24:00,COXWELL AVE,GERRARD ST E,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Fatal,Driver,60 to 64,None,None,None,None,None,65,Greenwood-Coxwell,D55,2
2021-09-02,11:17:00,LAKE SHORE BLVD E,LESLIE ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,75 to 79,None,None,None,Yes,None,70,South Riverdale,D55,1
2021-09-02,11:17:00,LAKE SHORE BLVD E,LESLIE ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,50 to 54,Major,None,None,Yes,None,70,South Riverdale,D55,2
2021-09-03,17:35:00,COLLEGE ST,UNIVERSITY AVE,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Fatal,Motorcycle Driver,20 to 24,Fatal,34,None,Yes,None,170,Yonge-Bay Corridor,D52,1
2021-09-03,17:35:00,COLLEGE ST,UNIVERSITY AVE,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Fatal,Driver,30 to 34,Minimal,None,None,Yes,None,170,Yonge-Bay Corridor,D52,2
2021-09-04,14:00:00,LAWRENCE AVE E,BRIMLEY RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,35 to 39,None,None,None,Yes,None,157,Bendale South,D41,1
2021-09-04,14:00:00,LAWRENCE AVE E,BRIMLEY RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,Major,None,None,Yes,None,157,Bendale South,D41,2
2021-09-07,6:30:00,HORNER AV,ALDERCREST RD,Minor Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,20 to 24,Minor,None,None,None,None,20,Alderwood,D22,1
2021-09-07,6:30:00,HORNER AV,ALDERCREST RD,Minor Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Truck Driver,70 to 74,None,None,None,None,None,20,Alderwood,D22,2
2021-09-07,6:30:00,HORNER AV,ALDERCREST RD,Minor Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,25 to 29,Major,None,None,None,None,20,Alderwood,D22,3
2021-09-10,19:26:00,GERRARD ST E,YONGE  ST,Minor Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,25 to 29,None,None,None,Yes,None,168,Downtown Yonge East,D51,1
2021-09-10,19:26:00,GERRARD ST E,YONGE  ST,Minor Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist,30 to 34,Major,None,None,Yes,None,168,Downtown Yonge East,D51,2
2021-09-10,19:26:00,GERRARD ST E,YONGE  ST,Minor Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,20 to 24,None,None,None,Yes,None,168,Downtown Yonge East,D51,3
2021-09-12,15:00:00,BLOOR ST W,CHARLESTON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,90 to 94,Major,None,None,Yes,None,158,Islington,D22,1
2021-09-12,15:00:00,BLOOR ST W,CHARLESTON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,45 to 49,Minimal,None,None,Yes,None,158,Islington,D22,2
2021-09-12,15:00:00,BLOOR ST W,CHARLESTON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,15 to 19,None,None,None,Yes,None,158,Islington,D22,3
2021-09-12,15:00:00,BLOOR ST W,CHARLESTON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,10 to 14,None,None,None,Yes,None,158,Islington,D22,4
2021-09-18,13:55:00,LAWRENCE AVE  W,WESTON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Fatal,Driver,60 to 64,None,None,Yes,Yes,None,113,Weston,D12,1
2021-09-18,13:55:00,LAWRENCE AVE  W,WESTON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Fatal,Motorcycle Driver,45 to 49,Fatal,37,Yes,Yes,None,113,Weston,D12,2
2021-09-18,21:00:00,SHEPPARD AVE E,NEILSON RD,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,25 to 29,None,None,None,Yes,None,146,Malvern East,D42,1
2021-09-18,21:00:00,SHEPPARD AVE E,NEILSON RD,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Motorcycle Driver,35 to 39,Major,None,None,Yes,None,146,Malvern East,D42,2
2021-09-18,21:00:00,SHEPPARD AVE E,NEILSON RD,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Other,25 to 29,None,None,None,Yes,None,146,Malvern East,D42,3
2021-09-18,23:49:00,MANITOBA  DR,CANADA  BLVD,Local,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,55 to 59,None,None,None,None,None,163,Fort York-Liberty Village,D14,1
2021-09-18,23:49:00,MANITOBA  DR,CANADA  BLVD,Local,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,25 to 29,Major,None,None,None,None,163,Fort York-Liberty Village,D14,2
2021-09-20,10:33:00,VICTORIA PARK AVE,SHEPPARD AVE E,Major Arterial,North York,Clear,Daylight,Dry,Fatal,Driver,35 to 39,Minor,None,Yes,Yes,None,118,Tam O'Shanter-Sullivan,D42,1
2021-09-20,10:33:00,VICTORIA PARK AVE,SHEPPARD AVE E,Major Arterial,North York,Clear,Daylight,Dry,Fatal,Driver,55 to 59,Minor,None,Yes,Yes,None,118,Tam O'Shanter-Sullivan,D42,2
2021-09-20,10:33:00,VICTORIA PARK AVE,SHEPPARD AVE E,Major Arterial,North York,Clear,Daylight,Dry,Fatal,Pedestrian,70 to 74,Fatal,38,Yes,Yes,None,118,Tam O'Shanter-Sullivan,D42,3
2021-09-22,20:06:00,DAVENPORT  RD,BELMONT ST,Major Arterial,Toronto and East York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,75 to 79,None,None,None,Yes,None,95,Annex,D53,1
2021-09-22,20:06:00,DAVENPORT  RD,BELMONT ST,Major Arterial,Toronto and East York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian,20 to 24,Major,None,None,Yes,None,95,Annex,D53,2
2021-09-24,11:29:00,DUNDAS ST W,PRINCE EDWARD DR N,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 44,None,None,None,None,None,15,Kingsway South,D22,1
2021-09-24,11:29:00,DUNDAS ST W,PRINCE EDWARD DR N,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,10 to 14,Major,None,None,None,None,15,Kingsway South,D22,2
2021-09-26,22:45:00,KINGSTON RD,HAREWOOD AVE,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,40 to 44,None,None,None,None,None,123,Cliffcrest,D43,1
2021-09-26,22:45:00,KINGSTON RD,HAREWOOD AVE,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,35 to 39,Major,None,None,None,None,123,Cliffcrest,D43,2
2021-09-29,3:06:00,LAWRENCE AVE E,ORTON PARK RD,Major Arterial,Scarborough,Clear,Dark,Dry,Non-Fatal Injury,Driver,30 to 34,None,None,None,Yes,None,141,Golfdale-Cedarbrae-Woburn,D43,1
2021-09-29,3:06:00,LAWRENCE AVE E,ORTON PARK RD,Major Arterial,Scarborough,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,50 to 54,Major,None,None,Yes,None,141,Golfdale-Cedarbrae-Woburn,D43,2
2021-09-29,18:14:00,FINCH AVE W,YONGE ST,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,None,None,None,Yes,None,37,Willowdale West,D32,1
2021-09-29,18:14:00,FINCH AVE W,YONGE ST,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,80 to 84,Major,None,None,Yes,None,37,Willowdale West,D32,2
2021-09-29,18:14:00,FINCH AVE W,YONGE ST,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,65 to 69,Minor,None,None,Yes,None,37,Willowdale West,D32,3
2021-09-30,21:44:00,AVENUE RD,EGLINTON AVE W,Major Arterial,North York,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Driver,20 to 24,None,None,None,None,None,100,Yonge-Eglinton,D53,1
2021-09-30,21:44:00,AVENUE RD,EGLINTON AVE W,Major Arterial,North York,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Motorcycle Driver,55 to 59,Major,None,None,None,None,100,Yonge-Eglinton,D53,2
2021-09-30,21:44:00,AVENUE RD,EGLINTON AVE W,Major Arterial,North York,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Passenger,20 to 24,None,None,None,None,None,100,Yonge-Eglinton,D53,3
2021-10-01,20:39:00,EGLINTON AVE E,MIDLAND AVE,Major Arterial,Scarborough,Clear,Dark,Dry,Fatal,Pedestrian,45 to 49,Fatal,39,None,Yes,None,124,Kennedy Park,D41,1
2021-10-01,20:39:00,EGLINTON AVE E,MIDLAND AVE,Major Arterial,Scarborough,Clear,Dark,Dry,Fatal,Driver,25 to 29,None,None,None,Yes,None,124,Kennedy Park,D41,2
